cycle_no,project,id,xp,proj_hours,proj_comp,proj_qual,lrn_supp,cult_cont,team_play,health_culture,health_team_play,health_technical,challenge,project_contrib,expected_contrib,contrib_gap,est_accuracy,est_bias
16,unhealthy-weaver,110df682,33.0,32.0,99.69,99.0,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,9.0,50.0,48.48,1.52,100.0,0.0
20,unusual-ovenbird,110df682,15.3,14.0,99.55,98.73,MISSING DATA,MISSING DATA,MISSING DATA,83.33,83.33,83.33,7.0,51.0,46.67,4.33,98.0,2.0,4,4
20,unusual-ovenbird,eb678107,14.7,16.0,99.55,98.73,MISSING DATA,MISSING DATA,MISSING DATA,66.67,50.0,33.33,7.0,49.0,53.33,-4.33,98.0,2.0,5,5
2,unusual-woodpecker,89ffaeb3,12.33,40.0,30.31,45.0,66.67,33.33,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,12.33,40.0,-27.67,81.5,-18.5
2,unusual-woodpecker,4d87f1c5,31.0,40.0,30.31,45.0,83.33,91.67,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,31.0,40.0,-9.0,98.5,1.5
2,unusual-woodpecker,070b3063,56.67,20.0,30.31,45.0,41.67,37.5,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,56.67,20.0,36.67,75.0,-25.0
12,unwieldy-pronghorn,396fad2d,35.85,28.0,98.92,94.85,MISSING DATA,MISSING DATA,MISSING DATA,94.44,88.89,94.44,5.0,26.75,20.9,5.85,99.67,0.33
12,unwieldy-pronghorn,d69e4081,29.48,35.0,98.92,94.85,MISSING DATA,MISSING DATA,MISSING DATA,94.44,88.89,94.44,8.0,22.0,26.12,-4.12,94.67,-5.33
12,unwieldy-pronghorn,713b4462,30.82,37.0,98.92,94.85,MISSING DATA,MISSING DATA,MISSING DATA,100.0,94.44,94.44,7.0,23.0,27.61,-4.61,98.67,-1.33
12,unwieldy-pronghorn,5c217ba1,37.85,34.0,98.92,94.85,MISSING DATA,MISSING DATA,MISSING DATA,94.44,100.0,100.0,6.0,28.25,25.37,2.88,95.67,-4.33
7,utter-ant,75dbe257,27.69,11.0,93.0,97.71,93.33,91.67,90.0,MISSING DATA,MISSING DATA,MISSING DATA,,39.0,15.49,23.51,91.0,-9.0
7,utter-ant,936e3168,19.17,30.0,93.0,97.71,83.33,91.67,100.0,MISSING DATA,MISSING DATA,MISSING DATA,,27.0,42.25,-15.25,100.0,0.0
7,utter-ant,29f423c4,24.14,30.0,93.0,97.71,91.67,91.67,100.0,MISSING DATA,MISSING DATA,MISSING DATA,,34.0,42.25,-8.25,98.5,1.5
7,vacuous-sifaka,75dbe257,22.44,9.0,97.5,91.67,93.33,91.67,90.0,MISSING DATA,MISSING DATA,MISSING DATA,,30.33,12.16,18.17,90.0,10.0
7,vacuous-sifaka,adda47cf,24.42,35.0,97.5,91.67,58.33,91.67,83.33,MISSING DATA,MISSING DATA,MISSING DATA,,33.0,47.3,-14.3,82.0,18.0
7,vacuous-sifaka,4a6f36f6,27.14,30.0,97.5,91.67,83.33,91.67,91.67,MISSING DATA,MISSING DATA,MISSING DATA,,36.67,40.54,-3.87,97.5,-2.5
17,various-monitor,b6aa9c94,13.0,22.0,99.62,98.46,MISSING DATA,MISSING DATA,MISSING DATA,91.67,91.67,83.33,7.0,21.67,36.67,-15.0,97.5,-2.5
17,various-monitor,85eb0e18,29.0,34.0,99.62,98.46,MISSING DATA,MISSING DATA,MISSING DATA,91.67,91.67,83.33,8.0,48.33,56.67,-8.34,82.5,17.5
17,various-monitor,75dbe257,18.0,4.0,99.62,98.46,MISSING DATA,MISSING DATA,MISSING DATA,90.74,94.44,98.15,3.0,30.0,6.67,23.33,100.0,0.0
18,vengeful-springhare,85eb0e18,19.35,21.0,98.5,95.2,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,91.67,8.0,43.0,46.67,-3.67,94.0,-6.0,7,7
18,vengeful-springhare,9b34a8d3,16.8,20.0,98.5,95.2,MISSING DATA,MISSING DATA,MISSING DATA,83.33,83.33,100.0,6.0,37.33,44.44,-7.11,96.5,-3.5,7,7
18,vengeful-springhare,75dbe257,8.85,4.0,98.5,95.2,MISSING DATA,MISSING DATA,MISSING DATA,88.89,90.28,91.67,4.0,19.67,8.89,10.78,99.5,0.5,7,7
17,vengeful-wildebeest,4d87f1c5,22.4,31.0,89.67,100.0,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,83.33,8.0,64.0,88.57,-24.57,72.0,-28.0
17,vengeful-wildebeest,dcf14075,12.6,4.0,89.67,100.0,MISSING DATA,MISSING DATA,MISSING DATA,94.44,94.44,100.0,3.0,36.0,11.43,24.57,72.0,-28.0
8,venomous-hawk,85eb0e18,27.5,34.0,99.44,94.44,83.33,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,7.0,37.67,46.58,-8.91,90.5,9.5
8,venomous-hawk,adda47cf,24.82,34.0,99.44,94.44,83.33,91.67,100.0,MISSING DATA,MISSING DATA,MISSING DATA,7.0,34.0,46.58,-12.58,100.0,0.0
8,venomous-hawk,dcf14075,20.68,5.0,99.44,94.44,96.67,93.33,90.0,MISSING DATA,MISSING DATA,MISSING DATA,3.0,28.33,6.85,21.48,93.0,7.0
8,violet-phascogale,75dbe257,25.33,9.0,98.0,85.5,100.0,96.67,96.67,MISSING DATA,MISSING DATA,MISSING DATA,4.0,35.67,12.68,22.99,99.5,0.5
8,violet-phascogale,9ae522cc,23.66,32.0,98.0,85.5,83.33,91.67,91.67,MISSING DATA,MISSING DATA,MISSING DATA,7.0,33.33,45.07,-11.74,99.0,1.0
8,violet-phascogale,cbcff678,22.01,30.0,98.0,85.5,75.0,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,6.0,31.0,42.25,-11.25,100.0,0.0
8,wacky-kudu,396fad2d,19.04,29.0,77.57,87.43,91.67,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,8.0,28.0,42.65,-14.65,94.0,-6.0
8,wacky-kudu,75dbe257,28.34,7.0,77.57,87.43,100.0,96.67,96.67,MISSING DATA,MISSING DATA,MISSING DATA,4.0,41.67,10.29,31.38,90.0,-10.0
8,wacky-kudu,b6aa9c94,20.62,32.0,77.57,87.43,91.67,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,10.0,30.33,47.06,-16.73,99.5,-0.5
9,whole-potoroo,dcf14075,6.33,5.0,85.4,87.1,92.59,79.63,87.04,81.48,83.33,98.15,1.0,27.5,21.74,5.76,85.0,-15.0
9,whole-potoroo,cbcff678,16.68,18.0,85.4,87.1,50.0,83.33,100.0,83.33,83.33,50.0,7.0,72.5,78.26,-5.76,85.0,-15.0
5,wicked-chimpanzee,f7ba1065,30.16,30.0,88.88,88.38,83.33,100.0,83.33,MISSING DATA,MISSING DATA,MISSING DATA,,34.67,34.48,0.19,97.5,-2.5
5,wicked-chimpanzee,89ffaeb3,27.84,30.0,88.88,88.38,91.67,100.0,83.33,MISSING DATA,MISSING DATA,MISSING DATA,,32.0,34.48,-2.48,95.5,4.5
5,wicked-chimpanzee,070b3063,29.0,27.0,88.88,88.38,79.17,75.0,70.83,MISSING DATA,MISSING DATA,MISSING DATA,,33.33,31.03,2.3,99.0,1.0
3,wiggly-jacana,75dbe257,52.33,16.0,85.41,83.18,93.33,96.67,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,55.67,17.02,38.65,93.5,6.5
3,wiggly-jacana,936e3168,24.13,40.0,85.41,83.18,91.67,83.33,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,25.67,42.55,-16.88,90.5,9.5
3,wiggly-jacana,cbcff678,17.55,38.0,85.41,83.18,75.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,18.67,40.43,-21.76,90.0,-10.0
17,wise-woodchuck,717e2737,27.19,32.0,98.75,97.11,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,43.5,51.2,-7.7,97.0,-3.0
17,wise-woodchuck,94b1cd36,35.31,30.5,98.75,97.11,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,6.5,56.5,48.8,7.7,97.0,-3.0
18,wistful-creeper,66930ba2,30.82,30.0,100.0,96.67,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,91.67,7.0,46.0,44.78,1.22,92.5,7.5,6,6
18,wistful-creeper,dcf14075,11.61,4.0,100.0,96.67,MISSING DATA,MISSING DATA,MISSING DATA,91.67,91.67,94.44,4.0,17.33,5.97,11.36,96.0,4.0,7,7
18,wistful-creeper,c9a274b3,24.57,33.0,100.0,96.67,MISSING DATA,MISSING DATA,MISSING DATA,66.67,66.67,91.67,7.0,36.67,49.25,-12.58,94.5,-5.5,7,7
4,witty-trumpeter,29f423c4,23.22,38.0,97.86,92.71,83.33,100.0,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,27.0,44.19,-17.19,92.5,7.5
4,witty-trumpeter,75dbe257,39.56,16.0,97.86,92.71,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,46.0,18.6,27.4,94.0,6.0
4,witty-trumpeter,4d87f1c5,23.22,32.0,97.86,92.71,75.0,91.67,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,27.0,37.21,-10.21,98.5,-1.5
15,wobbly-sparrow,b7faca92,23.85,28.0,82.5,97.5,MISSING DATA,MISSING DATA,MISSING DATA,83.33,83.33,100.0,8.0,45.0,52.83,-7.83,90.0,10.0
15,wobbly-sparrow,4d87f1c5,29.15,25.0,82.5,97.5,MISSING DATA,MISSING DATA,MISSING DATA,100.0,83.33,83.33,7.0,55.0,47.17,7.83,90.0,10.0
16,worrisome-bushbuck,29f423c4,34.9,36.0,99.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,6.0,45.33,46.75,-1.42,93.0,7.0
16,worrisome-bushbuck,75dbe257,13.34,8.0,99.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,94.44,97.22,100.0,4.0,17.33,10.39,6.94,81.0,19.0
16,worrisome-bushbuck,85eb0e18,28.74,33.0,99.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,91.67,7.0,37.33,42.86,-5.53,99.5,-0.5
